,Clean_Tweet,sentiment
12652,thank inspiring become inspiration many fight always,Positive
12653,walk bar figure nobody dancing realize,Positive
12654,weekend,Positive
12655,spending night home smashing give heck,Positive
12657,corny much may beef huge inspiration single mother fought tooth nail every day provide really one get way,Positive
12658,found guy hooked town one friend removed friend group,Positive
12660,young bull,Positive
12661,aye cap ona date guy good,Positive
12663,cinema san,Positive
12664,art piece discovery green,Positive
12665,still soaking wet even though washed hair almost ago,Positive
12667,opening statement awesome,Positive
12668,para,Positive
12669,arena,Positive
12670,done firebird festival,Positive
12671,happy happy birthday,Positive
12672,wait commit get new home,Positive
12673,loyal must loyal,Positive
12675,waiting lick someone,Positive
12677,tonight,Positive
12678,yes,Positive
12679,creek,Positive
12681,interested progress tomorrow link also set live check twitter feed well,Positive
12683,enough people list twinfold check,Positive
12684,west still got confederate toe,Positive
12685,driving fast,Positive
12689,meaning tell today set lit dancing love thanks great,Positive
12690,needing needing,Positive
12692,hasan mine,Positive
12694,like man put place respectfully turn,Positive
12695,coming back,Positive
12697,getting tattoo tomorrow wait see,Positive
12698,want turkey chili,Positive
12699,thank,Positive
12702,hold,Positive
12703,thanks going cover tomorrow,Positive
12704,need sensitivity training making based think say like adult,Positive
12705,kind poll team need offensive genius,Positive
12707,everything turn,Positive
12708,upcoming night feast,Positive
12709,big data number targeted whiskey appropriate gift bourbon via,Positive
12712,show,Positive
12713,took cue happily ever rain glitter effect amazing catch rain magic kingdom time,Positive
12716,sexy,Positive
12719,real please stand dont know shiv score tonight scoring got,Positive
12720,thank,Positive
12721,walking reading made fall,Positive
12722,fun albeit bit hairy giving rough,Positive
12723,plot change,Positive
12725,bell bell best since opening night weight winning cup seem gear find whenever want,Positive
12727,loud,Positive
12729,gee mike like anyone think end,Positive
12730,making hospital hit local store scored assorted basket volley soccer soft base neighborhood drive local,Positive
12731,strong holy crap,Positive
12732,report twitter,Positive
12733,last,Positive
12736,girl,Positive
12737,wut wud es say,Positive
12738,move way stay passive bout progressive brain,Positive
12739,get home win night,Positive
12740,lady ready productive purposeful,Positive
12741,kind person like social horribly think back,Positive
12742,best ever,Positive
12743,struggle win row man madden belt good skim,Positive
12744,great tonight,Positive
12745,someone help find cheap ice lightning game,Positive
12746,good,Positive
12747,beautiful,Positive
12748,wall,Positive
12751,aye watch much soccer learning,Positive
12753,man like even need,Positive
12754,like watch movie unless meaning behind said finished cried whole film,Positive
12755,graduating,Positive
12757,amazing,Positive
12758,someone help find cheap ice lightning game,Positive
12759,finally trying ice cream,Positive
12761,yes,Positive
12762,one,Positive
12763,young got,Positive
12767,like,Positive
12768,look team mission reach,Positive
12770,right game plan tua mortal,Positive
12771,somebody want tho,Positive
12772,like torta amazing,Positive
12773,trump even reading reading,Positive
12775,aka someone come god damn bar,Positive
12776,wearing maroon night lady running joke think seeing wearing color,Positive
12777,please support campaign,Positive
12778,thank,Positive
12779,let,Positive
12782,worried head joke came back one,Positive
12783,clung would close winning winning medium year unfortunate punish player vendetta,Positive
12784,made bomb dinner pretty,Positive
12786,dude dancing tribal,Positive
12787,fam,Positive
12788,mac good,Positive
12789,got bet every time,Positive
12790,sense,Positive
12792,second late elbow head,Positive
12793,popcorn,Positive
12795,pretty time year,Positive
12797,amen brother ford,Positive
12798,done done also really bed hour half two ago possibly three,Positive
12800,thanks lovely evening picture rest well,Positive
12801,day,Positive
12802,ever miss someone special know,Positive
12804,looking spice try official mixed drink greatness half glass half glass pineapple old,Positive
12805,average platform get speak opinion advocate president get,Positive
12806,miss cortez way league going fact every time lack knowledge fit right democrat congress,Positive
12807,last year let one said,Positive
12809,person love hate,Positive
12810,found mall got emotional,Positive
12811,welcome mike,Positive
12814,winning,Positive
12815,know dying see going,Positive
12816,united break curse,Positive
12817,well look wrong great far,Positive
12818,play need join play,Positive
12820,like session transcript comment ongoing investigation knew though also regular fox news truth friend,Positive
12821,ready get link,Positive
12822,feather would really live engage keyboard combat misty talk like personally know frump thats true know stormy misty yes thats right bye hope aid orange,Positive
12823,like session transcript comment ongoing investigation knew though also regular fox news truth friend,Positive
12825,earthquake big lake quake,Positive
12828,holy moly train drinking saint bock,Positive
12829,good,Positive
12830,superman pussy got power,Positive
12831,heartburn hardly eaten anything today,Positive
12832,apply job,Positive
12833,drinking dark lord vanilla militia whispering lotus,Positive
12834,really think due formation like system player far really work system left winger,Positive
12835,old,Positive
12836,think worst drama master groping name like history country love canada,Positive
12837,boy grown,Positive
12839,art,Positive
12840,point,Positive
12841,drinking stella aurora,Positive
12844,happy birthday girl,Positive
12845,let get everywhere,Positive
12848,shut need focus,Positive
12849,stage,Positive
12850,overcast scattered temperature humidity,Positive
12852,look,Positive
12853,show,Positive
12855,step blue suede made,Positive
12856,well like accept maybe good thing maybe set bar higher tenure recuse,Positive
12858,also seen amazing,Positive
12859,even cool,Positive
12860,wish pool wish lot,Positive
12861,happy roomie love,Positive
12864,well finally got cap gown seriously though happy university,Positive
12865,written cautionary tale view training manual elimination one example,Positive
12866,trinity college,Positive
12869,guard setup include taking could legitimately outshoot,Positive
12870,sleep,Positive
12871,historic,Positive
12872,mislead lead astray accord one two,Positive
12874,good hear,Positive
12875,right,Positive
12876,drinking extra brut,Positive
12877,probably diabetic,Positive
12878,fan chosen ignore color,Positive
12879,got quarter back run end,Positive
12881,love,Positive
12884,family always ever want gone,Positive
12885,nobody see live sport bar,Positive
12886,grasping,Positive
12887,good,Positive
12888,amazing longer investigation people believe trump guilt think opposite nothing would something,Positive
